nom;activite;adresse;telephone;note;cibleSansSiteWeb;websiteUrl;mapsLink;photoUrl;metierSource;fichierSource;categorieMaps
SMAC;Couvreur | Étancheur | Façadier;;+33 3 28 25 34 04;3,4;non;https://www.smac-sa.com/agence/smac-dunkerque/?utm_source=gmb&utm_medium=CTA-WEB&utm_campaign=Dunkerque;https://www.google.com/maps/place/SMAC/data=!4m7!3m6!1s0x47dc8b415fd30b91:0xcbe76620f02a349d!8m2!3d51.0048433!4d2.3364912!16s%2Fg%2F11b6d5dhvd!19sChIJkQvTX0GL3EcRnTQq8CBm58s?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Couvreur | Étancheur | Façadier;Couvreur.csv | Étancheur.csv | Façadier.csv;Couvreur | Entreprise d'étanchéité
Sn Odi;Climatisation;;+33 3 28 25 93 50;4,5;oui;;https://www.google.com/maps/place/Sn+Odi/data=!4m7!3m6!1s0x47dc8b837bbacfa1:0xc26a08eb38d2a582!8m2!3d51.035486!4d2.3531851!16s%2Fg%2F1tjz76r_!19sChIJoc-6e4OL3EcRgqXSOOsIasI?authuser=0&hl=fr&rclk=1;;Climatisation;Climatisation.csv;Fournisseur de systèmes de climatisation
Snack City;Friterie:Snack;;;4,4;oui;;https://www.google.com/maps/place/Snack+City/data=!4m7!3m6!1s0x47dc8ba6474873f7:0x580b36ea91b7f857!8m2!3d51.0265694!4d2.3384323!16s%2Fg%2F11btmqvqr8!19sChIJ93NIR6aL3EcRV_i3keo2C1g?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYX8tZfwbaiXj7rxohvsiupH-cpHM12nYvWhQkHIxipPBRAxoJUQxBsoh1d-w33NnUNVyMp9li2g9VHvb5uBb9debZeJeq7LTuL9dd0P72lWrtZfT8lqwNmpQrffKOsIIt_vNS=w80-h142-k-no;Friterie:Snack;Friterie:Snack.csv;Restauration rapide
SNACK La Passerelle;Friterie:Snack;;;4,8;oui;;https://www.google.com/maps/place/SNACK+La+Passerelle/data=!4m7!3m6!1s0x47dc8babc8ceff5b:0x9370276e6e329e78!8m2!3d51.0261788!4d2.3199454!16s%2Fg%2F11nn2nhnl9!19sChIJW__OyKuL3EcReJ4ybm4ncJM?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepL8dFZfRJfb9Yo8bALn8ACMCRNcKuUKuS9CYH4LMZcwKlWAvPjqBWw8MwHTfS9YGksEPwOoky8CREtEki-FEy6X_6g7lEWB3HJzepSVaRlVSrUDJ9kNWRIu2vqCr0Nh3gffc4u=w156-h92-k-no;Friterie:Snack;Friterie:Snack.csv;Restauration rapide
Snack Mayes;Friterie:Snack;;;4,2;oui;;https://www.google.com/maps/place/Snack+Mayes/data=!4m7!3m6!1s0x47dc8dc0cb5022fb:0x754b3496afde663!8m2!3d51.0512606!4d2.4311477!16s%2Fg%2F11f2cjg319!19sChIJ-yJQy8CN3EcRY-b9akmzVAc?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcwA1ecvdOISIu-frdk-5_Cb5gN0Qkll0iY0yN8wfDA5N1uS6ZACwY4bN9WDsbz5Jrafc9BAbNWb_4sdNQlxk1ZuQsqcLUJGk6zGC6NjOaUVvIU4yrHMvrtV92bT-PDBSrawLU=w163-h92-k-no;Friterie:Snack;Friterie:Snack.csv;Restauration rapide
SNEF;electricien;;+33 3 28 25 13 14;5,0;non;https://www.snef.fr/;https://www.google.com/maps/place/SNEF/data=!4m7!3m6!1s0x47dc8b6f5d8388ef:0xb704ba6fae9d190a!8m2!3d51.0159928!4d2.3484001!16s%2Fg%2F1tdzf865!19sChIJ74iDXW-L3EcRChmdrm-6BLc?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;electricien;electricien.csv;Ingénieur
SNEM (Société Nouvelle d'Entretien et de Maintenance);Entreprise de nettoyage;;+33 3 28 61 27 25;4,6;non;http://www.snem-nettoyage.fr/;https://www.google.com/maps/place/SNEM+%28Soci%C3%A9t%C3%A9+Nouvelle+d%27Entretien+et+de+Maintenance%29/data=!4m7!3m6!1s0x47dc8b39d672fa0d:0x8a39c0ba07cf4120!8m2!3d50.9992523!4d2.333085!16s%2Fg%2F1td096gj!19sChIJDfpy1jmL3EcRIEHPB7rAOYo?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service de nettoyage et d'entretien
So Beautiful by Lyse;Coiffeur | Institutdebeaute | Onglerie;;;4,7;oui;;https://www.google.com/maps/place/So+Beautiful+by+Lyse/data=!4m7!3m6!1s0x47dc8d3778c3ea95:0x8722c9941e5d3a0b!8m2!3d51.0378575!4d2.3813786!16s%2Fg%2F11fn1x4qzl!19sChIJlerDeDeN3EcRCzpdHpTJIoc?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-rSO4gWizFR5LTolJUfWf12jERFwNHPkbiN1T_swVEpRHNNg5yqj_Dh2gb9cUbV4FLFgPM1qj4mVnXCxu9OYjurMFTGXSXGtrKCG1PZnvYvb6C4hoYTAkjtqImPx6upeKLtdNIQ=w80-h142-k-no;Coiffeur | Institutdebeaute | Onglerie;Coiffeur.csv | Institutdebeaute.csv | Onglerie.csv;Institut de beauté
SO Beauty Full;Institutdebeaute;;;5,0;oui;;https://www.google.com/maps/place/SO+Beauty+Full/data=!4m7!3m6!1s0x47dc8b7eb62d5405:0x370b5691b928c047!8m2!3d51.0248646!4d2.3523204!16s%2Fg%2F11vz7tzctt!19sChIJBVQttn6L3EcRR8AouZFWCzc?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweptzcB6fcUWs2FHPnDa60L3Mb4fF2prlR9f_JDssLhzPWxS-LI4zDWK0A2KDTZ8340AEywl_iUhxpddqCrhXubOhRw8kJSS5fIp44R3K_RLlCUD51APmKSwhzocKYjmanPOIQw=w80-h106-k-no;Institutdebeaute;Institutdebeaute.csv;Institut de beauté
So' Travaux Peinture;Peintreenbâtiment;;+33 6 32 59 44 28;5,0;non;https://www.facebook.com/profile.php?id=61587998637178&utm_source=gmb;https://www.google.com/maps/place/So%27+Travaux+Peinture/data=!4m7!3m6!1s0x46f4525e21f707ef:0xc2601f66172dab0c!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11yzm10x_p!19sChIJ7wf3IV5S9EYRDKstF2YfYMI?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
Soc Electricite Generale Dunkerquoise Op;electricien;;+33 3 20 58 73 73;3,7;oui;;https://www.google.com/maps/place/Soc+Electricite+Generale+Dunkerquoise+Op/data=!4m7!3m6!1s0x47dc8da90d63f5cf:0x8ab94545a28a435b!8m2!3d51.0323942!4d2.4191552!16s%2Fg%2F11b6dg1qrm!19sChIJz_VjDamN3EcRW0OKokVFuYo?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Électricien
Société de la Protection des Animaux de la Région des Flandres - Dunkerque;massage;;;4,1;oui;;https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+de+la+Protection+des+Animaux+de+la+R%C3%A9gion+des+Flandres+-+Dunkerque/data=!4m7!3m6!1s0x47dc8b5ef0221637:0x77cbd56de8dd49c1!8m2!3d51.0144959!4d2.3679457!16s%2Fg%2F1v_smj3j!19sChIJNxYi8F6L3EcRwUnd6G3Vy3c?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRscAyLRheMGgtAbP0kbdJNrZPshuwB2vXYMu4e2mHd0DO3w6aJxqoWFLq6eZxW2wofbyegiA_-G995WflNS7WUWhXqYSRTY6_ZNfpORYlzmwlfCKaFPE8rvHINqMs2rnzH39a=w80-h106-k-no;massage;massage.csv;Association pour la protection des animaux
Société Ets Daniel Cuvelier;Boulangerie | Pâtisserie;;;4,4;oui;;https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+Ets+Daniel+Cuvelier/data=!4m7!3m6!1s0x47dc8c5f0664960b:0xb55e5282cdcb6446!8m2!3d51.0320321!4d2.3904177!16s%2Fg%2F1vc6cp0w!19sChIJC5ZkBl-M3EcRRmTLzYJSXrU?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nb5OxV1fD9iESJ0O4cXwag&cb_client=search.gws-prod.gps&w=80&h=92&yaw=36.408165&pitch=0&thumbfov=100;Boulangerie | Pâtisserie;Boulangerie.csv | Pâtisserie.csv;Grossiste en boulangerie
Société SMAC;Étancheur | electricien;;+33 3 28 61 19 10;4,6;non;https://www.smac-sa.com/;https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+SMAC/data=!4m7!3m6!1s0x47dc8b43dfe1494b:0x1d22c39edf751028!8m2!3d51.0032416!4d2.3373685!16s%2Fg%2F1tr8kvp0!19sChIJS0nh30OL3EcRKBB1357DIh0?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Étancheur | electricien;Étancheur.csv | electricien.csv;Entreprise de construction
Société Travaux Courtois STC;Paysagiste;;+33 3 28 62 13 33;4,4;non;http://www.travaux-courtois.fr/;https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+Travaux+Courtois+STC/data=!4m7!3m6!1s0x47dcf45ce511d275:0x481fdc0c83322850!8m2!3d50.939246!4d2.3274031!16s%2Fg%2F1tgdh7ww!19sChIJddIR5Vz03EcRUCgygwzcH0g?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
SOLABAIE - HUGO MENUISERIES;Menuisier;;+33 3 28 65 37 67;;oui;;https://www.google.com/maps/place/SOLABAIE+-+HUGO+MENUISERIES/data=!4m7!3m6!1s0x47dcf5c40e91f2f1:0x692041ea2aa20ea5!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11rfq1b386!19sChIJ8fKRDsT13EcRpQ6iKupBIGk?authuser=0&hl=fr&rclk=1;;Menuisier;Menuisier.csv;Menuisier
SOLABAIE DUNKERQUE;Menuisier;;+33 3 28 60 13 71;3,8;non;https://solabaiedunkerque.wixsite.com/website/;https://www.google.com/maps/place/SOLABAIE+DUNKERQUE/data=!4m7!3m6!1s0x47dc8c6f6343d935:0xdaa4e127c37db067!8m2!3d51.0406092!4d2.3794843!16s%2Fg%2F11gk8qvxzm!19sChIJNdlDY2-M3EcRZ7B9wyfhpNo?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Menuisier;Menuisier.csv;Menuisier
Sonepar;electricien;;+33 3 28 58 79 89;5,0;non;http://www.sonepar.fr/;https://www.google.com/maps/place/Sonepar/data=!4m7!3m6!1s0x47dc8b0055782a83:0xb1fa526c223636ac!8m2!3d51.0152688!4d2.3506834!16s%2Fg%2F11vyb9scl7!19sChIJgyp4VQCL3EcRrDY2ImxS-rE?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Magasin de matériel électrique
SONESbeauty;Institutdebeaute | Onglerie;;;4,9;oui;;https://www.google.com/maps/place/SONESbeauty/data=!4m7!3m6!1s0x47dc8d27f8e09abb:0x3cb4957936797cb9!8m2!3d51.0394174!4d2.3793634!16s%2Fg%2F11qn_6ztqh!19sChIJu5rg-CeN3EcRuXx5NnmVtDw?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8ImRbZUY1rkFjzQIR8nCfaC0-cE1usik3VWj-5QcKPRykRjfOxs-UJh26bxHwsyIe57ijD29sGFF2vlTOXpzycGceeCM_XYF6NQkTXAXj-nHCoJcCxrVzDTefNOyWEr3BK-JMFTYeCfR6=w80-h120-k-no;Institutdebeaute | Onglerie;Institutdebeaute.csv | Onglerie.csv;Institut de beauté
SOPREMA Entreprises et services SOPRASSISTANCE;Couvreur | Étancheur;;+33 3 28 20 00 44;3,7;non;https://www.soprema-entreprises.fr/entite/agence/entreprise-etancheite-dunkerque/?utm_source=gmb;https://www.google.com/maps/place/SOPREMA+Entreprises+et+services+SOPRASSISTANCE/data=!4m7!3m6!1s0x47dcf3c7e4e6bd99:0x9fd628d076072300!8m2!3d50.9514335!4d2.4241054!16s%2Fg%2F11q1r6hl09!19sChIJmb3m5Mfz3EcRACMHdtAo1p8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Couvreur | Étancheur;Couvreur.csv | Étancheur.csv;Couvreur
Spa du Parc;massage;;;4,9;oui;;https://www.google.com/maps/place/Spa+du+Parc/data=!4m7!3m6!1s0x47dc8da4ddb728db:0x49e2be49ea57bc7!8m2!3d51.0455359!4d2.3916765!16s%2Fg%2F11lyz1vb4w!19sChIJ2yi33aSN3EcRx3ulnuQrngQ?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJ4GCtQGmVXlIfTXWHVkDfA7ZqYYYVCDgOut3azU-vmrxgnTcN_nih8A77-ozOdj1V72t0R2Hpsanrlsw6bk70J6NuPjoO9f5TOcMVquCml2isAuXG7TyGMwx0yvwZzOoXfDBxuNmCkW4z=w80-h142-k-no;massage;massage.csv;Spa
Spa l'éternel dunkerque;Institutdebeaute | massage;;;4,8;oui;;https://www.google.com/maps/place/Spa+l%27%C3%A9ternel+dunkerque/data=!4m7!3m6!1s0x47dc8b0af8c242d5:0x53d07d4a02251ea0!8m2!3d51.010704!4d2.3306324!16s%2Fg%2F11jy9kw1zz!19sChIJ1ULC-AqL3EcRoB4lAkp90FM?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerY451ol6jZzE0DsiBZbxylMWoKwvrlevmyCkYQ1dtDdl0p3GDVbDJBa6gHz9p4UYJK_YgCJ0i7mD5ZVcXZd6LdiSa98hlDp28oI7VczQQ1lJW_lGhflvczWzXzFLe9VBMBZPyatQ=w122-h92-k-no;Institutdebeaute | massage;Institutdebeaute.csv | massage.csv;Institut de spa et bien-être
Speedy;Climatisation | Garage;Pl. de la Victoire;+33 3 28 63 14 00;4,5;non;https://centres-auto.speedy.fr/garage/dunkerque-59140/776?utm_source=GMB&utm_campaign=Yext&utm_content=776&y_source=1_MTIwNDI2NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D;https://www.google.com/maps/place/Speedy/data=!4m7!3m6!1s0x47dc8c68ae265149:0xd9ce949602e9282f!8m2!3d51.0405964!4d2.3816572!16s%2Fg%2F1tfv4dhc!19sChIJSVEmrmiM3EcRLyjpApaUztk?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Climatisation | Garage;Climatisation.csv | Garage.csv;Garage automobile
Sporting Dunkerquois;gym;;;4,6;oui;;https://www.google.com/maps/place/Sporting+Dunkerquois/data=!4m7!3m6!1s0x47dc8b5ef0221637:0x16842615c5c0bb17!8m2!3d51.0152084!4d2.3683239!16s%2Fg%2F1tznlmxq!19sChIJNxYi8F6L3EcRF7vAxRUmhBY?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqyeCvNQmmb0QKw2VNoIpec9WgViDbW8-6boQdxs-oCFboi3nAsebJfY0NElQEWvuz03q6CLB2RIIuxV3SEv4_eHrPj7Nbju4MJV8cfVVYGQjFWX7A7BNwrwmkOfe1-ZZHTrLbL=w189-h92-k-no;gym;gym.csv;Club d'aviron
Stades de Flandres;gym;;;4,4;oui;;https://www.google.com/maps/place/Stades+de+Flandres/data=!4m7!3m6!1s0x47dc8c5c26b6df6f:0x8206f15285d91358!8m2!3d51.0356313!4d2.3913278!16zL20vMGdfNWN4!19sChIJb9-2JlyM3EcRWBPZhVLxBoI?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsscM4IpSWKKQzkxLS-EHG4YZjQNR2bO0NDhce2vW2K8q3mUJ73OeGXjIbGOvsrdCv_2JqT1bJ_XDrLhcy7rgTz6fa64HdYihDZiXnLh3xKfOXmKfyWDXGWn_aSoo916VwIQI=w122-h92-k-no;gym;gym.csv;Complexe sportif
STE;electricien;;+33 6 52 55 55 55;;oui;;https://www.google.com/maps/place/STE/data=!4m7!3m6!1s0x47dc8d16884f532b:0x1039b7f4fb986dab!8m2!3d48.8588549!4d2.3470341!16s%2Fg%2F11nftqcyjg!19sChIJK1NPiBaN3EcRq22Y-_S3ORA?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Électricien
STEG Fibre industrielle et Télécoms - Energies renouvelables- Génie Electrique;electricien;;+33 3 28 60 38 50;4,3;non;http://www.steg-dk.fr/;https://www.google.com/maps/place/STEG+Fibre+industrielle+et+T%C3%A9l%C3%A9coms+-+Energies+renouvelables-+G%C3%A9nie+Electrique/data=!4m7!3m6!1s0x47dc8bc3b9294871:0xd06939c4f5489c38!8m2!3d50.9982132!4d2.3077115!16s%2Fg%2F11h1lq6l5c!19sChIJcUgpucOL3EcROJxI9cQ5adA?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;electricien;electricien.csv;Solutions et équipement énergétiques
Stevin Adelle;Élagage;;+33 6 21 08 89 05;5,0;oui;;https://www.google.com/maps/place/Stevin+Adelle/data=!4m7!3m6!1s0x27de3eb87a0d5123:0x7b9089687a222c1d!8m2!3d44.8901966!4d-0.4729263!16s%2Fg%2F11rt6cvm1d!19sChIJI1ENerg-3icRHSwiemiJkHs?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage;Élagage.csv;Service d'élagage
Strawberry Tattoo Shop;tatoueur;;;5,0;oui;;https://www.google.com/maps/place/Strawberry+Tattoo+Shop/data=!4m7!3m6!1s0x47dc8d89d150fe73:0xf43957ccfec77ce7!8m2!3d51.030993!4d2.380445!16s%2Fg%2F11vb5245xl!19sChIJc_5Q0YmN3EcR53zH_sxXOfQ?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6EUHAhmbRd2oS3FHvwX5z9WhlZcbCz8wmAsqyE8Xpowq533IP3g9QmhKX_Q9S2XT9ygfK663lNkpbzqOmXcODI4W8ORgYdwAoGYNzgat4ky5It2x_JM_jx2Ei8LdWvbgZqkmEyg=w80-h106-k-no;tatoueur;tatoueur.csv;Salon de tatouage et piercing
Street Food;Friterie:Snack;;;4,2;oui;;https://www.google.com/maps/place/Street+Food/data=!4m7!3m6!1s0x47dc8c872bbe6f01:0x554a8c76eb6b9f0!8m2!3d51.0368653!4d2.3800218!16s%2Fg%2F11g8wj3l8x!19sChIJAW--K4eM3EcR8Lm2bseoVAU?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweohqKt4pONh9_yK_2CaN6ZeLs_kJavPGJ3SsVaiU_EgcNjQkrN8EuRQQwo9qTllkfa3yx3yL9AhoCs_37KLjhRP8kSb1gRXWjhrgcBBnboYrVQfx5Zpq-40etn9TfgzrmgIElk=w204-h92-k-no;Friterie:Snack;Friterie:Snack.csv;Restauration rapide
Street food gare;Friterie:Snack;;;4,3;oui;;https://www.google.com/maps/place/Street+food+gare/data=!4m7!3m6!1s0x47dc8c7dece0efd7:0xdb17ddeb04e16072!8m2!3d51.0309174!4d2.3701449!16s%2Fg%2F11g0hnwqb_!19sChIJ1-_g7H2M3EcRcmDhBOvdF9s?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOCnkUHXPKGexsuS0pYujNy8Vb7Kgrsxy_ZfO8rFNWD2tXxj54OocFC2iQCCofAAZNJLDo6j2efjvwf8oh5q22I_eM7v3mD72OppF9CPFqm5FuMtnrt2zg0R9aZNa0q8uuIyxo=w122-h92-k-no;Friterie:Snack;Friterie:Snack.csv;Restaurant
STTN Energie Dunkerque;electricien;;+33 3 28 66 36 95;3,2;oui;;https://www.google.com/maps/place/STTN+Energie+Dunkerque/data=!4m7!3m6!1s0x47dc8b9a806ce56b:0x9740614b8a840366!8m2!3d51.0117721!4d2.3773222!16s%2Fg%2F1trxczsd!19sChIJa-VsgJqL3EcRZgOEikthQJc?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;electricien;electricien.csv;Électricien
Studio Almera facialiste - Dunkerque;Institutdebeaute | massage;;;5,0;oui;;https://www.google.com/maps/place/Studio+Almera+facialiste+-+Dunkerque/data=!4m7!3m6!1s0x47dc8d6ffca17811:0xf4904c23c64cac9d!8m2!3d51.0470189!4d2.3954133!16s%2Fg%2F11v0z1j7qq!19sChIJEXih_G-N3EcRnaxMxiNMkPQ?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSxZ79CH2M9x1cYLgBGvb_4J2qThUPuOxgtdbvEQt2-Tla3Vbhr0ocqkWpHLlf1E8QDP6uEW2nrdtoFToWKbcg-pbzn-b4e0k1FRjMr66HtAdCrAvqVSRQ50N_nuTm3OiJ5EKXRnNa1as=w122-h92-k-no;Institutdebeaute | massage;Institutdebeaute.csv | massage.csv;Institut de massages
STUDIO JULIEN Coiffeur Maquilleur à domicile;Coiffeur;;;5,0;oui;;https://www.google.com/maps/place/STUDIO+JULIEN+Coiffeur+Maquilleur+%C3%A0+domicile/data=!4m7!3m6!1s0x47dc8c66cd3edc1f:0x24c3e4d661fab7b4!8m2!3d51.046159!4d2.3982581!16s%2Fg%2F12hr56spd!19sChIJH9w-zWaM3EcRtLf6YdbkwyQ?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerS2p2UbQqAMKad9j6Q1y4H_9Pa18zQtV-zciqVhkYUL4Re2f1cBmcXpQkvgxVwo_pj7pDADgXoeEhJhZJab0mUTjct9bFoywJxVO4fJYH_b7EDxwf1kVAYbASYfDiFTHWGUmfBkA=w80-h120-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Subito Pizza Dunkerque;Pizzeria;;;4,5;oui;;https://www.google.com/maps/place/Subito+Pizza+Dunkerque/data=!4m7!3m6!1s0x47dc8c87e525b3b3:0xb19fb728ee19dc1b!8m2!3d51.0292861!4d2.3738087!16s%2Fg%2F1txfnf3l!19sChIJs7Ml5YeM3EcRG9wZ7ii3n7E?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfHXXYhDqdDXxqxwYeqLUPve3vu9yGp-3YapBUlfV2XgC8DbFaByk6pNgySwAeYotO1X7ocP2vgiZeAQWho2YQIR0PbBUXJZ7vA9Ox2noVA8r21qvEvfuwa7HWN3JmKLYB2Jh_=w80-h106-k-no;Pizzeria;Pizzeria.csv;Pizza
Sucré Salé;Boulangerie | Pâtisserie | Restaurant | Friterie:Snack | bar;;;4,1;oui;;https://www.google.com/maps/place/Sucr%C3%A9+Sal%C3%A9/data=!4m7!3m6!1s0x47dc8c7de92e6e4f:0xf81f157a6d880e5c!8m2!3d51.0311319!4d2.369664!16s%2Fg%2F11hhyqs6rd!19sChIJT24u6X2M3EcRXA6IbXoVH_g?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-W_c-6qOfEqfCqO6MKCaSVCOfS6ZLZsWZ7kYYmVj1nPKTt4mUNZeQqlwr-tKme6sQN1dDQuNgq-f_MF7jN1f08ZKQPVYculWj_MPqN1xK6k6_iuTXyLtGHyOMSRudrEJGVZ8DoQ=w91-h92-k-no;Boulangerie | Pâtisserie | Restaurant | Friterie:Snack | bar;Boulangerie.csv | Pâtisserie.csv | Restaurant.csv | Friterie:Snack.csv | bar.csv;Boulangerie | Restauration rapide | Bar
Sun 7;Institutdebeaute;;;4,7;oui;;https://www.google.com/maps/place/Sun+7/data=!4m7!3m6!1s0x47dc8dfcd9aae0ef:0x304ec8d090e89231!8m2!3d51.035491!4d2.379385!16s%2Fg%2F11pf2r3lz7!19sChIJ7-Cq2fyN3EcRMZLokNDITjA?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1E8-TR04dqAzwGGY6EizlA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=112.649826&pitch=0&thumbfov=100;Institutdebeaute;Institutdebeaute.csv;Institut de bronzage
Sun Modelage;massage;;;4,9;oui;;https://www.google.com/maps/place/Sun+Modelage/data=!4m7!3m6!1s0x47dce9a71d88a5a3:0x1abbacec1beebfdb!8m2!3d50.8767121!4d2.4691551!16s%2Fg%2F11c6lmw7mb!19sChIJo6WIHafp3EcR27_uG-ysuxo?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKgoViReV4WuVp1oUEw8jXI7p6T4heb1_y_4SUPzG8OknjoRPnKqQK1N-FVUPd-x7B6CjrjGzMiNYAYYUq3xH8E4IMet_daBoc3Hc9SvKma1FTJKLZ_7w39_0h-Tl2h5l-yj6NSJE_oWiT=w80-h106-k-no;massage;massage.csv;Institut de massages
Supermarché Match;Charcuterie;Supermarché de proximité;+33 6 25 53 78 39;4,0;oui;;https://www.google.com/maps/place/Supermarch%C3%A9+Match/data=!4m7!3m6!1s0x47dc8c5af636e355:0x6d01c9ab9a51f4d2!8m2!3d51.040005!4d2.404543!16s%2Fg%2F1td477f_!19sChIJVeM29lqM3EcR0vRRmqvJAW0?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweo0W3t4RmI0mAQvP9ksZDI7nq20VzggJIlasQb2nm3WlkNqAZ0xHohVBnTTxc8l6MO_sQB2J8UtmxLFvQcJhQ0OWfmZXq2fyKD-MW2B-JeWcropbiHe-uivU-SzMWULe6iF33sv=w163-h92-k-no;Charcuterie;Charcuterie.csv;Supermarché
Suprême Peinture;Peintreenbâtiment;;+33 7 63 43 86 81;4,9;non;http://supreme-peinture.fr/;https://www.google.com/maps/place/Supr%C3%AAme+Peinture/data=!4m7!3m6!1s0x47dcf3680c22df85:0xb241d1c5f463dc9d!8m2!3d50.9250995!4d2.415127!16s%2Fg%2F11fhmkmp1t!19sChIJhd8iDGjz3EcRndxj9MXRQbI?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
Suzuki Littoral Automobile Dunkerque;Garage;;+33 3 28 58 74 74;4,0;non;http://concession.suzuki.fr/dunkerque;https://www.google.com/maps/place/Suzuki+Littoral+Automobile+Dunkerque/data=!4m7!3m6!1s0x47dc8b837bc84dc9:0xac9b36257abfa63e!8m2!3d51.0350011!4d2.3576898!16s%2Fg%2F1tvm20nm!19sChIJyU3Ie4OL3EcRPqa_eiU2m6w?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Garage automobile
SV Propreté;Entreprise de nettoyage;;+33 6 86 13 92 77;5,0;non;http://svproprete.fr/;https://www.google.com/maps/place/SV+Propret%C3%A9/data=!4m7!3m6!1s0x47dc8d5d2fa90d77:0x2c1dadf09dbaa094!8m2!3d51.0220463!4d2.3747949!16s%2Fg%2F11wy7dpxqc!19sChIJdw2pL12N3EcRlKC6nfCtHSw?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service de nettoyage et d'entretien
